id,collection_code,objectid,objectname,originalname,itemtype,comment,image_link,link_bgg
891c64cd-f571-4e4b-860f-ad26b1cf258b,7DPSE,346467,Hunt A Killer: Nancy Drew – Mystery at Magnolia Gardens,Hunt A Killer: Nancy Drew – Mystery at Magnolia Gardens,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/346467/hunt-a-killer-nancy-drew--mystery-at-magnolia-gardens
22b5e3d7-7bbf-4b51-9b3a-967b67649e99,7DPSE,364787,Labyrinth: Disney Villains,Labyrinth: Disney Villains,standalone,,https://cf.geekdo-images.com/FxpAxW--8YkO0WjaI-kl_w__original/img/pGFDWl9XSchy_V6Z5cgYMva8c4M=/0x0/filters:format(jpeg)/pic7399352.jpg,https://boardgamegeek.com/boardgame/364787/labyrinth-disney-villains
e4e32e4f-76fa-4014-afa3-7f8a5339f3f4,7DPSE,423729,Let's Hit Each Other with Fake Swords,Let's Hit Each Other with Fake Swords,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/423729/lets-hit-each-other-with-fake-swords
85ad639c-6717-4bb8-969e-cc5dadce0717,7DPSE,325829,Let's Summon Demons,Let's Summon Demons,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/325829/lets-summon-demons
7fb9f34e-e44f-4dd7-8089-e95268dbb49b,7DPSE,335869,A Little Wordy,A Little Wordy,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/335869/a-little-wordy
a5f7db2f-d33d-4fe4-8d43-0c8d12faf8bc,7DPSE,287228,Mal Trago,Mal Trago,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/287228/mal-trago
0a5a7a94-eb97-4862-a622-c0a0840e4126,7DPSE,358690,MANTIS,MANTIS,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/358690/mantis
3b13d330-8582-4f0b-81e4-6be0c50408c5,7DPSE,360152,Marvel Dice Throne: Black Widow v. Doctor Strange,Marvel Dice Throne: Black Widow v. Doctor Strange,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/360152/marvel-dice-throne-black-widow-v-doctor-strange
cd261708-9025-4f70-b086-77b2d95e44f5,7DPSE,360061,Marvel Dice Throne: Captain Marvel v. Black Panther,Marvel Dice Throne: Captain Marvel v. Black Panther,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/360061/marvel-dice-throne-captain-marvel-v-black-panther
b18ceeac-b246-4637-848c-52d2940657a3,7DPSE,403511,Marvel Dice Throne: Deadpool,Marvel Dice Throne: Deadpool,expansion,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgameexpansion/403511/marvel-dice-throne-deadpool
76bb2d95-1759-47b5-ab68-e1a1f928525c,7DPSE,360153,Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man,Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/360153/marvel-dice-throne-scarlet-witch-v-thor-v-loki-v-spider-man
0e19f0ff-3246-468c-9377-18d5422985b1,7DPSE,298047,Marvel United,Marvel United,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/298047/marvel-united
168c1e6d-03c5-4162-bb7a-26a047ae4b2d,7DPSE,354553,Marvel United: Doctor Strange,Marvel United: Doctor Strange,expansion,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgameexpansion/354553/marvel-united-doctor-strange
e554a46f-ddff-4a68-9485-3728f8ea658b,7DPSE,303600,Marvel United: Enter the Spider-Verse,Marvel United: Enter the Spider-Verse,expansion,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgameexpansion/303600/marvel-united-enter-the-spider-verse
edd8d7db-2e0e-4194-92ab-6855f0c5bbf1,7DPSE,379908,Marvel United: Spider-Geddon,Marvel United: Spider-Geddon,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/379908/marvel-united-spider-geddon
c9a4e847-3c0e-4f9a-92c9-9ef8a9ed13de,7DPSE,302336,Marvel Villainous: Infinite Power,Marvel Villainous: Infinite Power,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/302336/marvel-villainous-infinite-power
3e8143f1-f18b-4773-9d6a-3c835205262f,7DPSE,335528,Marvel Villainous: Mischief & Malice,Marvel Villainous: Mischief & Malice,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/335528/marvel-villainous-mischief--malice
0b508700-32b6-4293-b043-dd3a11d5373a,7DPSE,379056,Marvel Villainous: Twisted Ambitions,Marvel Villainous: Twisted Ambitions,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/379056/marvel-villainous-twisted-ambitions
e52889c2-36a8-4325-8e01-53413f89d176,7DPSE,310100,Nemesis: Lockdown,Nemesis: Lockdown,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/310100/nemesis-lockdown
c332a74b-ac8c-457c-be2f-b110d992878a,7DPSE,383172,Nightshift,Nightshift,standalone,,https://cf.geekdo-images.com/cUNg4QQqY1LuFQZH3EM-OA__original/img/XZ0vXs4NEojbMstEuy9XlS5Q_No=/0x0/filters:format(jpeg)/pic7431956.jpg,https://boardgamegeek.com/boardgame/383172/nightshift
61b33d16-0669-4c9f-828a-b98efb507d73,7DPSE,365119,Party Panda Pirates,Party Panda Pirates,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/365119/party-panda-pirates
30ab409f-e5de-4da3-bf1e-58c1827bd90f,7DPSE,424573,Pergola,Pergola,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/424573/pergola
1185debc-7b91-406b-9d35-7f4297d7b33b,7DPSE,381834,Piñata Blast,Piñata Blast,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/381834/piata-blast
f86fb9e1-e4c0-4090-8fbc-955989c48ec1,7DPSE,281094,Plunder: A Pirate's Life,Plunder: A Pirate's Life,standalone,,https://cf.geekdo-images.com/e5xwvJIQVWh7Pt2swQmloA__original/img/V5gy4CrjhR8hfwce_PtD5mFKDEg=/0x0/filters:format(jpeg)/pic5243200.jpg,https://boardgamegeek.com/boardgame/281094/plunder-a-pirates-life
a0f49412-6eef-450c-a8e7-f02dbdbdf74e,7DPSE,312786,Poetry for Neanderthals,Poetry for Neanderthals,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/312786/poetry-for-neanderthals
036a1235-0b8c-4cc5-8991-026934cbfb61,7DPSE,105593,Polilla Tramposa,Cheating Moth,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/105593/cheating-moth
0d9b2c33-cd70-4554-bc18-44889aa9c263,7DPSE,316287,Quest,Quest,standalone,,https://cf.geekdo-images.com/IwEAO-GRsYdO6WeA0uWtFg__original/img/awIRlc4ZJx_RObIxXz-M2j0f2_8=/0x0/filters:format(jpeg)/pic5578189.jpg,https://boardgamegeek.com/boardgame/316287/quest
22b53354-4fb8-49be-9fe1-07ad2980fe8a,7DPSE,411981,Ranking Top,Ranking Top,standalone,,https://cf.geekdo-images.com/unurzKU9vCCf0Km946CWzQ__original/img/expBkJBdH7jyrAEroTi75uUMYAk=/0x0/filters:format(jpeg)/pic8004539.jpg,https://boardgamegeek.com/boardgame/411981/ranking-top
d951db3b-f763-46c4-b7d6-a11ffb12d5f4,7DPSE,378367,Really Loud Librarians,Really Loud Librarians,standalone,,https://cf.geekdo-images.com/T7rYsKBB-M38VKAOwCXG-w__original/img/ailMBTvhac46iQpsViXsZkSBFSs=/0x0/filters:format(png)/pic7282812.png,https://boardgamegeek.com/boardgame/378367/really-loud-librarians
d11d0bda-5345-4c98-b065-8dedc3eded60,7DPSE,237182,Root,Root,standalone,,https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__original/img/E0s2LvtFA1L5YKk-_44D4u2VD2s=/0x0/filters:format(jpeg)/pic4254509.jpg,https://boardgamegeek.com/boardgame/237182/root
ab86392c-3951-4eaf-bff0-84fddff403d2,7DPSE,334486,Root: Landmarks Pack,Root: Landmarks Pack,expansion,,https://cf.geekdo-images.com/VvEGNGf5DoMTjqwdH2aRpg__original/img/Ucyh7lo-lpBn-d3RwV9FZT1xwwE=/0x0/filters:format(png)/pic6818641.png,https://boardgamegeek.com/boardgameexpansion/334486/root-landmarks-pack
26ea108a-9d7c-4cac-a679-62d6471369d1,7DPSE,336276,Root: Marauder Hirelings Pack & Hireling Box,Root: Marauder Hirelings Pack & Hireling Box,expansion,,https://cf.geekdo-images.com/j2yaeB24ubNLpQZh1Z_KHA__original/img/U2BZD_4fCT9SGtcwMLaxEQi1dac=/0x0/filters:format(jpeg)/pic7134491.jpg,https://boardgamegeek.com/boardgameexpansion/336276/root-marauder-hirelings-pack--hireling-box
2b708e28-1089-4583-9743-2d5f2c7f5c6d,7DPSE,334485,Root: Riverfolk Hirelings Pack,Root: Riverfolk Hirelings Pack,expansion,,https://cf.geekdo-images.com/ThO3HuZcuy_WXVPr-1zC2w__original/img/yo58Nl7savOc0dJ71ugGqaAkfVc=/0x0/filters:format(png)/pic6818590.png,https://boardgamegeek.com/boardgameexpansion/334485/root-riverfolk-hirelings-pack
eafea994-6b8d-44ce-b695-fff972babd39,7DPSE,334483,Root: The Clockwork Expansion 2,Root: The Clockwork Expansion 2,expansion,,https://cf.geekdo-images.com/lES5vHtu7bbw2ssr3ugx9A__original/img/xdpHhFIsV55vGWPnKH4J3o4LzbY=/0x0/filters:format(jpeg)/pic6108376.jpg,https://boardgamegeek.com/boardgameexpansion/334483/root-the-clockwork-expansion-2
889a246d-1930-413b-ac23-633bcd098b41,7DPSE,272638,Root: The Exiles and Partisans Deck,Root: The Exiles and Partisans Deck,expansion,,https://cf.geekdo-images.com/ci78uqda8Oz40A7wozLGaA__original/img/joHuZxT6XAMWr2jl-Kdd6QyQsRo=/0x0/filters:format(png)/pic6330375.png,https://boardgamegeek.com/boardgameexpansion/272638/root-the-exiles-and-partisans-deck
21c5ea2b-837a-4239-9a6a-2345eecaa563,7DPSE,330149,Root: The Marauder Expansion,Root: The Marauder Expansion,expansion,,https://cf.geekdo-images.com/oHWCWBSltJBPAnV5w45-lg__original/img/VuPjRpvOx9_84v8nERSfcnaQxLs=/0x0/filters:format(jpeg)/pic6003595.jpg,https://boardgamegeek.com/boardgameexpansion/330149/root-the-marauder-expansion
87277665-7622-418d-bb0c-8172f44226bc,7DPSE,241386,Root: The Riverfolk Expansion,Root: The Riverfolk Expansion,expansion,,https://cf.geekdo-images.com/durhzLYyIypxg7CuVYe82Q__original/img/xrLTlVUWtteTsoXmYLM2KM190DE=/0x0/filters:format(jpeg)/pic4252654.jpg,https://boardgamegeek.com/boardgameexpansion/241386/root-the-riverfolk-expansion
e391463a-1e3d-41ed-b169-70fcc3cfb0de,7DPSE,272637,Root: The Underworld Expansion,Root: The Underworld Expansion,expansion,,https://cf.geekdo-images.com/LzZVgiX-d1nA_MSmZmH5tA__original/img/QjducX9OMQbVZf6ei1bhuKRWlAs=/0x0/filters:format(jpeg)/pic4608840.jpg,https://boardgamegeek.com/boardgameexpansion/272637/root-the-underworld-expansion
c71efa4f-6bf8-4ba2-b012-26b019438ce9,7DPSE,309977,Root: The Vagabond Pack,Root: The Vagabond Pack,expansion,,https://cf.geekdo-images.com/aEXG9vmArj6d2ZdVpFTMgA__original/img/BLJfHsOQGZgAKNPRAfol-lmMmng=/0x0/filters:format(png)/pic6330378.png,https://boardgamegeek.com/boardgameexpansion/309977/root-the-vagabond-pack
01c0a607-b55a-4605-bb40-bdafdb573855,7DPSE,361193,Root: Underworld Hirelings Pack,Root: Underworld Hirelings Pack,expansion,,https://cf.geekdo-images.com/97wvtAZl84lUnf7Cxuc-TQ__original/img/4zzT4Mtk-vzNBpAt3ed4lbh6Bh4=/0x0/filters:format(png)/pic6819180.png,https://boardgamegeek.com/boardgameexpansion/361193/root-underworld-hirelings-pack
f4b8a5f7-9180-41a4-ba8c-51f6063d9feb,7DPSE,94837,Scotland Yard: The Hunt for Mister X,Scotland Yard: The Hunt for Mister X,standalone,,https://cf.geekdo-images.com/1zL7ow6mUXnpWeKA8tfSTQ__original/img/nkh7a7n_-hiLtCkDmC7Av0Cuyrs=/0x0/filters:format(jpeg)/pic7652289.jpg,https://boardgamegeek.com/boardgame/94837/scotland-yard-the-hunt-for-mister-x
29e6b8a2-03c4-4f22-baa3-a740dd95eb0f,7DPSE,188834,Secret Hitler,Secret Hitler,standalone,,https://cf.geekdo-images.com/rAQ3hIXoH6xDcj41v9iqCg__original/img/7oKwNUYakx3-vHUBLHWVuFNKfl4=/0x0/filters:format(jpeg)/pic5164305.jpg,https://boardgamegeek.com/boardgame/188834/secret-hitler
06988d31-d6d6-4325-ac4a-337faadeea6b,7DPSE,298638,Sheriff of Nottingham: 2nd Edition,Sheriff of Nottingham: 2nd Edition,standalone,,https://cf.geekdo-images.com/VHiB06XHhK6G3vxH9QAwHw__original/img/qmBX9dnhhCo66x4C7vlEpslSxMw=/0x0/filters:format(jpeg)/pic5169196.jpg,https://boardgamegeek.com/boardgame/298638/sheriff-of-nottingham-2nd-edition
62fcd6d7-f7d9-4411-ac20-7f5991995ac7,7DPSE,230765,Side Effects,Side Effects,standalone,,https://cf.geekdo-images.com/8mKYBqNze76OgoOjIdNzcg__original/img/76mu8emmPUcNLWfaV8bvzAE_q7Y=/0x0/filters:format(jpeg)/pic7045357.jpg,https://boardgamegeek.com/boardgame/230765/side-effects
7478842a-95cb-49ad-add9-eeb8b7848a9d,7DPSE,401235,Side Effects: Booster Shot,Side Effects: Booster Shot,expansion,,https://cf.geekdo-images.com/EJOeUPHtgTzFaLc816NJ8Q__original/img/4b_IYrVZT9U25SPyL0oSXBrKVXk=/0x0/filters:format(jpeg)/pic7856184.jpg,https://boardgamegeek.com/boardgameexpansion/401235/side-effects-booster-shot
8e9b9803-16cf-4f66-b6a3-b7091d679909,7DPSE,150145,Skull King,Skull King,standalone,,https://cf.geekdo-images.com/1qvA21HdRaPYwrn4tGDNaQ__original/img/Vn6PK_Ue5TX14oQ5uau4XICHEJU=/0x0/filters:format(jpeg)/pic8689185.jpg,https://boardgamegeek.com/boardgame/150145/skull-king
2588ce3c-0d97-4ba7-85ec-d0680d041a5d,7DPSE,425428,Survive The Island,Survive The Island,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/425428/survive-the-island
194598b0-9414-401c-aa29-7a10e6e1658a,7DPSE,341876,Taco Back Goat Cheese Pizza,Taco Back Goat Cheese Pizza,standalone,,https://cf.geekdo-images.com/_1J_XrlwF59TBIZDCxcv-Q__original/img/XaDj0cHZM7M7xaFwA9F_u5gBmOU=/0x0/filters:format(png)/pic6927514.png,https://boardgamegeek.com/boardgame/341876/taco-back-goat-cheese-pizza
f79acd84-ca91-419c-b5bb-fbea1b15332e,7DPSE,253664,Taco Cat Goat Cheese Pizza,Taco Cat Goat Cheese Pizza,standalone,,https://cf.geekdo-images.com/GHrnr-Khb0LvBU_QkrC_qA__original/img/1BR5aHWIz_v4ki-YB2IiMuS-uIs=/0x0/filters:format(png)/pic7192024.png,https://boardgamegeek.com/boardgame/253664/taco-cat-goat-cheese-pizza
3b910798-e082-44be-8e68-c12264d3529d,7DPSE,340420,Throw Throw Avocado,Throw Throw Avocado,standalone,,https://cf.geekdo-images.com/_mGtR5kr2eMU1sIzauuLfw__original/img/rN-2_xDMxvJApCWsMmB7uhEjbNE=/0x0/filters:format(jpeg)/pic7073069.jpg,https://boardgamegeek.com/boardgame/340420/throw-throw-avocado
274ba7b9-16ba-4a1b-a188-070ee72ab079,7DPSE,274533,Throw Throw Burrito,Throw Throw Burrito,standalone,,https://cf.geekdo-images.com/5ClVKrQcLkzRdBGiEfjevQ__original/img/NDGN_eKZmO7uJD0l5JIKJkAX24o=/0x0/filters:format(jpeg)/pic7073068.jpg,https://boardgamegeek.com/boardgame/274533/throw-throw-burrito
c2663aa1-a725-4832-99f9-838816fd30d1,7DPSE,274533,Throw Throw Burrito,Throw Throw Burrito,standalone,Extreme Outdoor Edition.,https://cf.geekdo-images.com/5ClVKrQcLkzRdBGiEfjevQ__original/img/NDGN_eKZmO7uJD0l5JIKJkAX24o=/0x0/filters:format(jpeg)/pic7073068.jpg,https://boardgamegeek.com/boardgame/274533/throw-throw-burrito
94507231-17e2-4d49-a09e-42e4eaeca3a6,7DPSE,346296,Tic Tac K.O.: Dragons vs Unicorns,Tic Tac K.O.: Dragons vs Unicorns,standalone,,https://cf.geekdo-images.com/b482uZTe1Jh-Zr7f7oIXxQ__original/img/3BX3EuzlsZZGn3_JWhKPLi6j0QQ=/0x0/filters:format(png)/pic6372026.png,https://boardgamegeek.com/boardgame/346296/tic-tac-ko-dragons-vs-unicorns
0905f70b-02e3-4275-89a7-eda77f362d78,7DPSE,216439,Trash Pandas,Trash Pandas,standalone,,https://cf.geekdo-images.com/y4ysd5L5XvfUysv7gkIbdg__original/img/bkxrMNyahRh4pqR2Jj6tgk4rdTU=/0x0/filters:format(jpeg)/pic3989423.jpg,https://boardgamegeek.com/boardgame/216439/trash-pandas
a9f1a23e-1658-4d66-b544-be58b644f321,7DPSE,429840,Twisted Cryptids,Twisted Cryptids,standalone,,https://cf.geekdo-images.com/LgJxHaMMigomhamCoWK-NQ__original/img/D80TfgJ7HfbGBw_x5c3POTxZ-Aw=/0x0/filters:format(png)/pic8966395.png,https://boardgamegeek.com/boardgame/429840/twisted-cryptids
e5eb109e-bd8b-4a64-b15c-184366dfa721,7DPSE,430837,Twisted Cryptids: Alien Invasion Mini-Expansion,Twisted Cryptids: Alien Invasion Mini-Expansion,expansion,,https://cf.geekdo-images.com/_B9CZoFcl2fH4leABTpuTg__original/img/dNINqDQszJsOsBdZO0RSl0DFGS0=/0x0/filters:format(png)/pic8483585.png,https://boardgamegeek.com/boardgameexpansion/430837/twisted-cryptids-alien-invasion-mini-expansion
2317b1c4-2089-48ba-b177-658418217616,7DPSE,429843,Twisted Cryptids: Cryptid Culture,Twisted Cryptids: Cryptid Culture,expansion,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgameexpansion/429843/twisted-cryptids-cryptid-culture
d6f9dc8a-26b5-40a0-8369-74b9d96b8ea6,7DPSE,429842,Twisted Cryptids: Exclusive Edition,Twisted Cryptids: Exclusive Edition,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/429842/twisted-cryptids-exclusive-edition
14e04876-09d4-4692-848e-83b4fc4bf7cd,7DPSE,430529,Twisted Cryptids: Field Trip Mini-Expansion,Twisted Cryptids: Field Trip Mini-Expansion,expansion,,https://cf.geekdo-images.com/gGd8Rw186bOwyqqNPdet3g__original/img/ooA6Ik8jXrM2cgpw1wIvzwYZyTo=/0x0/filters:format(jpeg)/pic8484246.jpg,https://boardgamegeek.com/boardgameexpansion/430529/twisted-cryptids-field-trip-mini-expansion
26e1027e-1c87-488a-bb87-631f0f20efae,7DPSE,429841,Twisted Cryptids: Ness is More,Twisted Cryptids: Ness is More,expansion,,https://cf.geekdo-images.com/o0k7J--peS9lbj3OmsT-og__original/img/EbWuyn59yv-_ffHuUvw1IWxKIg4=/0x0/filters:format(png)/pic8966396.png,https://boardgamegeek.com/boardgameexpansion/429841/twisted-cryptids-ness-is-more
1bebc786-7be8-4f29-bd0c-dc5a07e3a189,7DPSE,430244,Twisted Cryptids: Unicorn Frenzy Mini-Expansion!,Twisted Cryptids: Unicorn Frenzy Mini-Expansion!,expansion,,https://cf.geekdo-images.com/Nm5InVMvIQbOHCwuAF3PJQ__original/img/UpNlywmyc92JsSZJAk4hqNAywsw=/0x0/filters:format(png)/pic8464154.png,https://boardgamegeek.com/boardgameexpansion/430244/twisted-cryptids-unicorn-frenzy-mini-expansion
e0a4185c-bc36-4d81-91f4-98c5c5eccb99,7DPSE,234190,Unstable Unicorns,Unstable Unicorns,standalone,,https://cf.geekdo-images.com/8_5xvpsrrX5JVzO7eBLSgw__original/img/XkKaT-quh8xGl2uHD5zULSWTpuM=/0x0/filters:format(jpeg)/pic3912914.jpg,https://boardgamegeek.com/boardgame/234190/unstable-unicorns
07217be4-b488-4718-8df6-3c6c8d85ced0,7DPSE,180020,Virus!,Virus!,standalone,,https://cf.geekdo-images.com/7Xx4ipXV4lf0Q9mWwitf2w__original/img/reScLMXXNowNt1koQwV5IhYRUc0=/0x0/filters:format(jpeg)/pic6008974.jpg,https://boardgamegeek.com/boardgame/180020/virus
ab28ff10-9038-44f1-b586-8a30e7516b9e,7DPSE,266667,Virus! 2 Evolution,Virus! 2 Evolution,expansion,,https://cf.geekdo-images.com/4EiAemAumbUpbnfZpd_YWw__original/img/r3iO6GEM0ogBPmbiYHZcxcIpQoA=/0x0/filters:format(jpeg)/pic7281385.jpg,https://boardgamegeek.com/boardgameexpansion/266667/virus-2-evolution
3162da33-d769-4eb5-8fe0-2378a92a6ea1,7DPSE,323242,Virus! Halloween,Virus! Halloween,expansion,,https://cf.geekdo-images.com/BOJa-KSGerKk8pjJKqo-OQ__original/img/IrbrkL2FHr-1vrtQp40yt0o5oj4=/0x0/filters:format(jpeg)/pic7586116.jpg,https://boardgamegeek.com/boardgameexpansion/323242/virus-halloween
ba3fbe69-79b7-4cd4-b9ad-b00a98f59c85,7DPSE,355483,Wandering Towers,Wandering Towers,standalone,,https://cf.geekdo-images.com/602eY-xlgkaL3gtyZ7QVVQ__original/img/0pBr7ImqUOKLPUb12_r0_R0MD1M=/0x0/filters:format(jpeg)/pic7347437.jpg,https://boardgamegeek.com/boardgame/355483/wandering-towers
adc434ee-34aa-4049-89cb-81950ce12cf5,7DPSE,266192,Wingspan,Wingspan,standalone,,https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__original/img/cI782Zis9cT66j2MjSHKJGnFPNw=/0x0/filters:format(jpeg)/pic4458123.jpg,https://boardgamegeek.com/boardgame/266192/wingspan
60c9644d-1d82-48e3-abe6-39767229c721,7DPSE,336622,Wrong Party,Wrong Party,standalone,,ruta/a/imagen/default.png,https://boardgamegeek.com/boardgame/336622/wrong-party
ca1ef727-160e-4fd5-ad44-40771f9b967e,7DPSE,425077,Zombie Burrito,Zombie Burrito,standalone,,https://cf.geekdo-images.com/s63rtT1VtkgGbacjZP65kw__original/img/HtaXhYw66JX9k7qNyqEM8ARrZUA=/0x0/filters:format(png)/pic8321601.png,https://boardgamegeek.com/boardgame/425077/zombie-burrito
f6410724-c6e3-46dc-986d-ec3143c4c20a,7DPSE,362202,Zombie Kittens,Zombie Kittens,standalone,,https://cf.geekdo-images.com/uyE342LSf5ztt9gxPY1nVQ__original/img/ZvWIt9cZgnpsTTJRKMd5To2BQXk=/0x0/filters:format(jpeg)/pic7241989.jpg,https://boardgamegeek.com/boardgame/362202/zombie-kittens